LEAID,boarddocs_url,school_district_from_boarddocs,LEA_NAME,address_from_boarddocs,home_website_from_boarddocs,phone_from_nces
3904611,https://go.boarddocs.com/oh/lakota/Board.nsf/Public,Lakota Local Schools,Lakota Local,"5572 Princeton Road, Liberty Township, Ohio 45011-9726 | (513) 874-5505 | F (513) 644-1196",lakotaonline.com,(513) 874-5505
3680700,https://go.boarddocs.com/ny/questar/Board.nsf/Public,Questar III BOCES,RENSSELAER-COLUMBIA-GREENE BOCES,"10 Empire State Boulevard Castleton, New York 12033 | 518-477-8771",questar.org,(518) 477-8771
2926640,https://go.boarddocs.com/mo/rsdmo/Board.nsf/Public,Ritenour School District,RITENOUR,,ritenourschools.org,(314) 493-6010
3904978,https://go.boarddocs.com/oh/flor/Board.nsf/Public,Fort Loramie Local,Fort Loramie Local,,loramie.k12.oh.us,(937) 295-3931
2007470,https://go.boarddocs.com/ks/usd430/Board.nsf/Public,"USD 430, South Brown County",South Brown County,"522 Central Avenue | Horton, KS  66439 | 785.486.2611",usd430.org,(785) 486-2611
3904484,https://go.boarddocs.com/oh/strongoh/Board.nsf/Public,Strongsville City School District,Strongsville City,"18199 Cook Ave. Strongsville, OH 44136",strongnet.org,(440) 572-7000
5603170,https://go.boarddocs.com/wy/bgh3/Board.nsf/Public,Big Horn County School District #3,Big Horn County School District #3,"640 8th Avenue North Greybull, WY 82426",greybullschools.com,(307) 765-4756
3904610,https://go.boarddocs.com/oh/fairfieldcity/Board.nsf/Public,Fairfield City Schools,Fairfield City,"4641 Bach Lane | Fairfield, OH 45014 | 513-829-6300",fairfieldcityschools.com,(513) 829-6300
200710,https://go.boarddocs.com/ak/swrsdak/Board.nsf/Public,Southwest Region School District,Southwest Region School District,,swrsd.org,(907) 842-5287
3904907,https://go.boarddocs.com/oh/pcesc/Board.nsf/Public,Pickaway County Educational Service Center,Pickaway County ESC,"424 E. Mound St. | Circleville, OH 43113 | 740-474-7529",pickawayesc.org,(740) 474-7529
903120,https://go.boarddocs.com/ct/norwichpublic/Board.nsf/Public,Norwich Public Schools,Norwich School District,"90 Town Street Norwich, CT 06360 | 860-823-4200",norwichpublicschools.org,(860) 823-4200
2603900,https://go.boarddocs.com/mi/bangor/Board.nsf/Public,Bangor Township Schools,Bangor Township Schools,,bangorschools.org,(989) 684-8121
4205340,https://go.boarddocs.com/pa/ccam/Board.nsf/Public,,Central Cambria SD,"Central Cambria School District, 208 Schoolhouse Road, Ebensburg, PA  15931",cencam.org,(814) 472-8870
2005760,https://go.boarddocs.com/ks/usd283/Board.nsf/Public,Elk Valley USD 283,Elk Valley,"PO Box 87 | Longton, KS 67352 | (620) 642-2811",usd283.org,(620) 642-2811
637830,https://go.boarddocs.com/ca/sthelena/Board.nsf/Public,St. Helena Unified School District,Saint Helena Unified,"465 Main Street  | St. Helena, CA 94574 | 707-967-2708",sthelenaunified.org,(707) 967-2708
800251,https://go.boarddocs.com/co/thompson/Board.nsf/Public,Thompson School District,Larimer R-2J Thompson AU,"800 S. Taft Ave. | Loveland, CO 80537 | (970) 613-5000",thompsonschools.org,(970) 613-5019
2004670,https://go.boarddocs.com/ks/usd268/Board.nsf/Public,Cheney USD 268,Cheney,"100 W 6th Avenue | Cheney, KS 67025 | p 316.542.3512 | f 316.542.0326",usd268.org,(316) 542-3512
800270,https://go.boarddocs.com/co/wcsd6/Board.nsf/Public,Weld County School District 6,Weld 6 Greeley AU,"1025 Ninth Avenue | Greeley, CO 80631 | 970-348-6000",greeleyschools.org,(970) 348-6103
804410,https://go.boarddocs.com/co/wcsd6/Board.nsf/Public,Weld County School District 6,GreeleySchool District No. 6 in the county of Weld and Sta,"1025 Ninth Avenue | Greeley, CO 80631 | 970-348-6000",greeleyschools.org,(970) 348-6000
4202700,https://go.boarddocs.com/pa/aust/Board.nsf/Public,,Austin Area SD,,austinsd.net,(814) 647-8603
2626220,https://go.boarddocs.com/mi/oakr/Board.nsf/Public,Oakridge Public Schools,Oakridge Public Schools,,oakridgeschools.org,(231) 788-7100
3612030,https://go.boarddocs.com/ny/germantowncsd/Board.nsf/Public,Germantown Central School District,GERMANTOWN CENTRAL SCHOOL DISTRICT,"123 Main Street Germantown, NY 12526",germantowncsd.org,(518) 537-6281
1802610,https://go.boarddocs.com/in/dccs/Board.nsf/Public,Decatur County Community Schools,Decatur County Community Schools,,decaturco.k12.in.us,(812) 663-4595
608610,https://go.boarddocs.com/ca/cvesd/Board.nsf/Public,Chula Vista Elementary School District,Chula Vista Elementary,"84 East J Street , Chula Vista , CA91910",cvesd.org,(619) 425-9600
3904858,https://go.boarddocs.com/oh/sthen/Board.nsf/Public,St. Henry Local Schools,St Henry Consolidated Local,"391 E. Columbus St. St. Henry, OH 45883",sthenryschools.org,(419) 678-4834
5504830,https://go.boarddocs.com/wi/fpsd/Board.nsf/Public,Franklin Public School District,Franklin Public School District,"8255 West Forest Hill Avenue, Franklin, Wisconsin 53132 Ph: (414) 529-8220",franklin.k12.wi.us,(414) 529-8220
5513260,https://go.boarddocs.com/wi/stfsd/Board.nsf/Public,St. Francis School District,Saint Francis School District,"4225 South Lake Drive, St. Francis, WI 53235 (414) 747-3900",stfrancisschools.org,(414) 747-3901
3904502,https://go.boarddocs.com/oh/wcs/Board.nsf/Public,Wellston City Schools,Wellston City,,wcs.k12.oh.us,(740) 384-2152
3904757,https://go.boarddocs.com/oh/hol/Board.nsf/Public,Holgate Local Schools,Holgate Local,,holgateschools.org,(419) 264-5141
4213440,https://go.boarddocs.com/pa/leba/Board.nsf/Public,Lebanon School District,Lebanon SD,"1000 South 8th Street, Lebanon, PA 17042 | 717-270-6711",lebanon.k12.pa.us,(717) 273-9391
5515570,https://go.boarddocs.com/wi/wisd/Board.nsf/Public,Washington Island School District,Washington Island School District,,island.k12.wi.us,(920) 847-2507
3904890,https://go.boarddocs.com/oh/nlsd/Board.nsf/Public,Noble Local School District,Noble Local,"20977 Zep Rd. East | Sarahsville, OH 43779 | (740) 732-2084",gozeps.org,(740) 732-2084
1800270,https://go.boarddocs.com/in/avoncom/Board.nsf/Public,Avon Community School Corporation,Avon Community School Corp,"7203 E US Hwy 36 Avon, IN 46123 | 317-544-6000",avon-schools.org,(317) 544-6000
5602820,https://go.boarddocs.com/wy/fcsd21/Board.nsf/Public,Fremont County School District #21,Fremont County School District #21,"90 Ethete Road • Fort Washakie, WY 82514 • Phone: (307) 332-5983 • Fax: (307) 332-7267",fortwashakieschool.com,(307) 332-5983
2400330,https://go.boarddocs.com/mabe/fcps/Board.nsf/Public,Frederick County Public Schools,Frederick County Public Schools,"191 South East Street | Frederick, MD 21701 | 227-203-3277",fcps.org,(301) 644-5000
1301170,https://go.boarddocs.com/ga/clarke/Board.nsf/Public,Clarke County School District,Clarke County,"P.O. Box 1708  440-1 Dearing Ext. Athens, GA 30603-1708 | (706) 546-7721",clarke.k12.ga.us,(706) 546-7721
4224480,https://go.boarddocs.com/pa/umasd/Board.nsf/Public,Upper Merion Area School District,Upper Merion Area SD,"435 Crossfield Road | King of Prussia, PA 19406 | p (610) 205-6400 | f (610) 205-6433",umasd.org,(610) 205-6400
3904921,https://go.boarddocs.com/oh/root/Board.nsf/Public,Rootstown Local School District,Rootstown Local,"4140 State Route 44 Rootstown, Ohio 44272",roversk12.org,(330) 325-9911
2400540,https://go.boarddocs.com/mabe/qacps/Board.nsf/Public,Queen Anne's County Public Schools,Queen Anne's County Public Schools,"202 Chesterfield Avenue | Centreville, MD 21617 | Phone: 410-758-2403",qacps.org,(410) 758-2403
3702610,https://go.boarddocs.com/nc/lenoir/Board.nsf/Public,Lenoir County Public Schools,Lenoir County Public Schools,"2017 W Vernon Ave | Kinston, NC 28504 | p 252-527-1109 | f 252-527-6884",lcpsnc.org,(252) 527-1109
3613380,https://go.boarddocs.com/ny/hcs/Board.nsf/Public,Hamilton Central School District,HAMILTON CENTRAL SCHOOL DISTRICT,"47 W. Kendrick Avenue   |  Hamilton, NY 13346  |  (315) 824-6300",hamiltoncentral.org,(315) 824-6310
4503810,https://go.boarddocs.com/sc/ysd1/Board.nsf/Public,York School District 1,York 01,"1475 East Liberty Street. • York, SC 29745 • 803-684-9916 • f 803-684-1903",york.k12.sc.us,(803) 684-9916
5501170,https://go.boarddocs.com/wi/birch/Board.nsf/Public,Birchwood Public Schools,Birchwood School District,"300 S Wilson St | Birchwood, WI 54817 | (715) 354-3471 Fax (715) 354-3469",birchwood.k12.wi.us,(715) 354-3471
2611190,https://go.boarddocs.com/mi/fps/Board.nsf/Public,Forest Park School District,Forest Park School District,,fptrojans.org,(906) 214-4695
5507050,https://go.boarddocs.com/wi/jps/Board.nsf/Public,School District of Jefferson,Jefferson School District,"206 South Taft Avenue   |   Jefferson, WI 53549   |   Phone: (920) 675-1000  |    Fax: (920) 675-1020",sdoj.org,(920) 675-1000
3904621,https://go.boarddocs.com/oh/wls/Board.nsf/Public,West Liberty-Salem Local School District,West Liberty-Salem Local,,wlstigers.org,(937) 465-1075
5103420,https://go.boarddocs.com/vsba/russell/Board.nsf/Public,Russell County Public Schools,Russell County Public Schools,"84 Lorraine C. Turner Drive | Lebanon, VA 24266 | (276) 889-6500 | f (276) 889-6508",russell.k12.va.us,(276) 889-6500
635790,https://go.boarddocs.com/ca/santarita/Board.nsf/Public,Santa Rita Union School District,Santa Rita Union Elementary,"57 Russell Road, Salinas, CA 93906 | (831) 443-7200",santaritaschools.org,(831) 443-7200
2611910,https://go.boarddocs.com/mi/delkel/Board.nsf/Public,Delton Kellogg Schools,Delton Kellogg Schools,,dkschools.org,(269) 623-1505
1802800,https://go.boarddocs.com/in/duneland/Board.nsf/Public,Duneland School Corporation,Duneland School Corporation,"601 West Morgan Ave. | Chesterton, IN 46304 | 219-983-3600",duneland.k12.in.us,(219) 983-3605
4224150,https://go.boarddocs.com/pa/untn/Board.nsf/Public,Uniontown Area School District Policy Manual,Uniontown Area SD,"205 Wilson Avenue, Uniontown, PA  15401",uasdraiders.org,(724) 438-4501
3628200,https://go.boarddocs.com/ny/threevillagecsd/Board.nsf/Public,Three Village Central School District,THREE VILLAGE CENTRAL SCHOOL DISTRICT,"100 Suffolk Avenue | Stony Brook, NY 11790",threevillagecsd.org,(631) 730-4010
5104110,https://go.boarddocs.com/vsba/wythe/Board.nsf/Public,Wythe County Public Schools,Wythe County Public Schools,"1570 West Reservoir Street  |  Wytheville, VA 24382  |  Ph: 276-228-5411  |  Fx: 276-228-9192",wythe.k12.va.us,(276) 228-5411
1810440,https://go.boarddocs.com/in/smadison/Board.nsf/Public,South Madison Community School Corporation,South Madison Com Sch Corp,"203 S. Heritage Way | Pendleton, IN 46064 | Ph: (765) 778-2152 | Fx: (765) 778-8207",smadison.k12.in.us,(765) 778-2152
3621240,https://go.boarddocs.com/ny/ntcsd/Board.nsf/Public,North Tonawanda City School District,NORTH TONAWANDA CITY SCHOOL DISTRICT,"176 Walck Road| North Tonawanda, NY 14120 | Ph: 716.807.3500",ntschools.org,(716) 807-3500
5102790,https://go.boarddocs.com/vsba/nottoway/Board.nsf/Public,Nottoway County Schools,Nottoway County Public Schools,"P.O. Box 47, 10321 East Colonial Trail Highway, Nottoway, VA 23955 | (434) 645-9596",nottowayschools.org,(434) 645-9596
1804800,https://go.boarddocs.com/in/jcdc/Board.nsf/Public,,Jac-Cen-Del Community Sch Corp,"723 N Buckeye St, Osgood IN 47037",jaccendel.k12.in.us,(812) 689-4114
4900420,https://go.boarddocs.com/ut/wjsd/Board.nsf/Public,Jordan School District,Jordan District,"7387 S. Campus View Drive | West Jordan, UT 84084 | Phone: 801-567-8100",jordandistrict.org,(801) 567-8100
5306480,https://go.boarddocs.com/wa/othello/Board.nsf/Public,Othello School District,Othello School District,1025 South 1st Avenue ~ Othello WA 99344 | Phone 509-488-2659 | Fax 509-488-5876,othelloschools.org,(509) 488-2659
3702640,https://go.boarddocs.com/nc/lexcs/Board.nsf/Public,Lexington City Schools NC,Lexington City Schools,"1010 Fair St., Lexington, NC 27292 | 336-242-1527",lexcs.org,(336) 242-1527
3680440,https://go.boarddocs.com/ny/jlboces/Board.nsf/Public,Jefferson-Lewis BOCES,JEFFERSON-LEWIS-HAMILTON-HERKIMER-ONEIDA BOCES,"20104 State Route 3, Watertown, NY 13601",boces.com,(315) 779-7010
3606840,https://go.boarddocs.com/ny/cmschools/Board.nsf/Public,Center Moriches Union Free School District,CENTER MORICHES UNION FREE SCHOOL DISTRICT,,cmschools.org,(631) 878-0052
3619380,https://go.boarddocs.com/ny/millbrookcsd/Board.nsf/Public,Millbrook Central School District,MILLBROOK CENTRAL SCHOOL DISTRICT,"P.O. Box AA • Millbrook, New York 12545 • 845.677.4200",millbrookcsd.org,(845) 677-4200
3904676,https://go.boarddocs.com/oh/olenoh/Board.nsf/Public,Olentangy Schools,Olentangy Local,"7840 Graphics Way Lewis Center, OH 43035",olentangy.k12.oh.us,(740) 657-4050
3408640,https://go.boarddocs.com/nj/lps/Board.nsf/Public,Lindenwold Public Schools,Lindenwold Public School District,"801 Egg Harbor Road | Lindenwold, NJ 08021 | p (856) 783-0276 | f (856) 435-5887",lindenwold.k12.nj.us,(856) 784-4071
3408580,https://go.boarddocs.com/nj/lincpknj/Board.nsf/Public,Lincoln Park School District,Lincoln Park School District,,lincolnparkboe.org,(973) 696-5500
628950,https://go.boarddocs.com/ca/orogrande/Board.nsf/Public,Oro Grande School District,Oro Grande,"19900 National Trails Highway, Oro Grande, CA 92368 | 760-243-5884",orogrande.net,(760) 243-5884
4289220,https://go.boarddocs.com/pa/iu12/Board.nsf/Public,Lincoln Intermediate Unit 12,Lincoln IU 12,,iu12.org,(717) 624-4616
3614310,https://go.boarddocs.com/ny/heuvelton/Board.nsf/Public,Heuvelton Central School District,HEUVELTON CENTRAL SCHOOL DISTRICT,"87 Washington Street, Heuvelton, NY 13654",heuvelton.k12.ny.us,(315) 344-2414
601954,https://go.boarddocs.com/ca/dlinorthcounty/Board.nsf/Public,Dual Language Immersion North County,Dual Language Immersion North County District,,dlinorthcounty.org,(760) 631-6200
3904992,https://go.boarddocs.com/oh/perrysoh/Board.nsf/Public,Perry Local Schools,Perry Local,"4201 13th St. SW  Massillon, OH  44646",perrylocal.org,(330) 477-8121
5103150,https://go.boarddocs.com/vsba/pcva/Board.nsf/Public,Pulaski County Public Schools,Pulaski County Public Schools,"202 North Washington Avenue | Pulaski, VA 24301 | P 540-994-2550 | F 540-994-2552",pcva.us,(540) 994-2550
3611970,https://go.boarddocs.com/ny/genevacsd/Board.nsf/Public,Geneva City Schools,GENEVA CITY SCHOOL DISTRICT,"400 West North Street | Geneva, NY 14456 | (315) 781-0400",genevacsd.org,(315) 781-0400
3616560,https://go.boarddocs.com/ny/lscsd/Board.nsf/Public,Lake Shore Central Schools (Evans-Brant Central School District),EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),"959 Beach Road | Angola, NY 14006 | 716-549-2300",lakeshorecsd.org,(716) 926-2201
2932310,https://go.boarddocs.com/mo/wrightcity/Board.nsf/Public,Wright City R II School District   |   Dedicated to our students' success,WRIGHT CITY R-II OF WARREN CO.,,wrightcity.k12.mo.us,(636) 745-7200
5101470,https://go.boarddocs.com/va/fcpsva/Board.nsf/Public,Frederick County Public Schools,Frederick County Public Schools,"1415 Amherst Street  Winchester, VA 22601",frederickcountyschoolsva.net,(540) 662-3888
2614250,https://go.boarddocs.com/mi/fent/Board.nsf/Public,FENTON AREA PUBLIC SCHOOLS,Fenton Area Public Schools,,fentonschools.org,(810) 591-4700
4217880,https://go.boarddocs.com/pa/nwrn/Board.nsf/Public,Northwestern School District,Northwestern SD,"100 Harthan Way • Albion, PA 16401 • (p) 814.756.9400 • (f) 814.815.8604",nwsd.org,(814) 756-9400
3680540,https://go.boarddocs.com/ny/nassaub/Board.nsf/Public,Nassau BOCES,NASSAU BOCES,"71 Clinton Road, P.O. Box 9195 Garden City, NY 11530-9195 | (516) 396-2500",nassauboces.org,(516) 396-2200
3904506,https://go.boarddocs.com/oh/westlake/Board.nsf/Public,Westlake City Schools,Westlake City,"24365 Hilliard Blvd. | Westlake, OH 44145 (440) 871-7300 | f: (440) 871-6034",wlake.org,(440) 871-7300
1727710,https://go.boarddocs.com/il/naperville203/Board.nsf/Public,Naperville Community Unit School District 203,Naperville CUSD 203,"Administrative Center • 203 West Hillside Road • Naperville, IL 60540-6589 • 630.420.6300",naperville203.org,(630) 420-6311
4215900,https://go.boarddocs.com/pa/morr/Board.nsf/Public,School District of Borough of Morrisville,Morrisville Borough SD,"550 West Palmer Street, Morrisville, PA 19067",mv.org,(215) 736-2681
5508820,https://go.boarddocs.com/wi/marshfield/Board.nsf/Public,School District of Marshfield,Marshfield Unified School District,"1010 East Fourth Street | Marshfield, WI 54449 | (715) 387-1101",marshfieldschools.org,(715) 387-1101
3407350,https://go.boarddocs.com/nj/hoboken/Board.nsf/Public,Hoboken Public Schools,Hoboken Public School District,"524 Park Avenue, Hoboken, NJ 07030",hoboken.k12.nj.us,(201) 356-3601
614010,https://go.boarddocs.com/ca/forestvilleusd/Board.nsf/Public,Forestville Union School District,Forestville Union Elementary,"6321 Hwy 116, Forestville, CA 95436 | 707-887-2279",forestvilleusd.org,(707) 887-9767
4218450,https://go.boarddocs.com/pa/pant/Board.nsf/Public,Panther Valley School District,Panther Valley SD,,panthervalley.org,(570) 645-4248
3904392,https://go.boarddocs.com/oh/epal/Board.nsf/Public,East Palestine City School District,East Palestine City,,myepschools.org,(330) 426-4191
4200007,https://go.boarddocs.com/pa/fulvt/Board.nsf/Public,Fulton County Center for Career and Technology,Fulton County Center for Career and Technology,,fcavts.org,(717) 485-5813
3614760,https://go.boarddocs.com/ny/hoosick/Board.nsf/Public,Hoosick Falls Central School NY,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,"PO Box 192 - 21187 NY 22, Hoosick Falls, NY 12090 | (518) 686-7321",hoosickfallscsd.org,(518) 686-7012
3904348,https://go.boarddocs.com/oh/akron/Board.nsf/Public,AKRON CITY SCHOOL DISTRICT,Akron City,,akronschools.com,(330) 761-1661
3480200,https://go.boarddocs.com/nj/mcsssd/Board.nsf/Public,Mercer County Special Services School District,Mercer County Special Services School District,"1020 Old Trenton Road, 2nd Floor  Hamilton, New Jersey 08690",mcsssd.info,(609) 631-2100
4900810,https://go.boarddocs.com/ut/provo/Board.nsf/Public,Provo City School District,Provo District,"280 West 940 North | Provo, Utah 84604 | Ph: 801-374-4800 | Fx: 801-374-4808",provo.edu,(801) 374-4800
5500510,https://go.boarddocs.com/wi/ashland/Board.nsf/Public,School District of Ashland Board of Education,Ashland School District,"District Office - 2000 Beaser Avenue; Ashland, WI; (715) 682-7080",ashland.k12.wi.us,(715) 682-7080
3904395,https://go.boarddocs.com/oh/euclidoh/Board.nsf/Public,Euclid City School District,Euclid City,"651 E. 222nd Street Euclid, OH 44123",euclidschools.org,(216) 261-2900
2400480,https://go.boarddocs.com/mabe/mcpsmd/Board.nsf/Public,Montgomery County Board of Education,Montgomery County Public Schools,"15 West Gude Drive, Suite 100 | Rockville, Maryland 20850 | p 240-740-3030 | f 301-279-3860",montgomeryschoolsmd.org,(240) 740-3000
2611400,https://go.boarddocs.com/mi/dansv/Board.nsf/Public,,Dansville Schools,"DANSVILLE SCHOOLS, Dansville, Michigan | Phone: 517-623-6120 | Fax: 517-623-6719",dansville.org,(517) 623-6120
3904594,https://go.boarddocs.com/oh/mins/Board.nsf/Public,Minster Local School District,Minster Local,,minsterschools.org,(419) 628-3397
2632610,https://go.boarddocs.com/mi/spring/Board.nsf/Public,Springport Public Schools,Springport Public Schools,,springportschools.net,(517) 857-3495
4226400,https://go.boarddocs.com/pa/wval/Board.nsf/Public,Williams Valley School District,Williams Valley SD,"10330 Route 209 Rd, Tower City, PA 17980",wvschools.net,(717) 647-2167
3800038,https://go.boarddocs.com/nd/dpsnd/Board.nsf/Public,Dickinson Public Schools,DICKINSON 1,"444 4th Street West, Dickinson, ND 58601 | 701-456-0002",dickinson.k12.nd.us,(701) 456-0002
3880450,https://go.boarddocs.com/nd/dpsnd/Board.nsf/Public,Dickinson Public Schools,DICKINSON SPECIAL ED UNIT,"444 4th Street West, Dickinson, ND 58601 | 701-456-0002",dickinson.k12.nd.us,(701) 456-0002
1810860,https://go.boarddocs.com/in/sssc/Board.nsf/Public,Southwest School Corporation,Southwest School Corporation,,swest.k12.in.us,(812) 268-6311
3501740,https://go.boarddocs.com/nm/lovington/Board.nsf/Public,Lovington Municipal Schools,LOVINGTON,"18 W Washington Ave, Lovington, NM 88260 (575) 739-2200",lovingtonschools.net,(575) 739-2200
3904500,https://go.boarddocs.com/oh/whcs/Board.nsf/Public,Warrensville Heights City Schools,Warrensville Heights City,"4743 Richmond Road, Warrensville Hts., Ohio 44128 Phone: (216) 364-1001 Fax: (216) 364-1024",warrensville.k12.oh.us,(216) 364-1014
5100120,https://go.boarddocs.com/va/acps/Board.nsf/Public,Alexandria City Public Schools,Alexandria City Public Schools,"1340 Braddock Place Alexandria, VA 22314",acps.k12.va.us,(703) 619-8000
4226070,https://go.boarddocs.com/pa/wway/Board.nsf/Public,,Western Wayne SD,,westernwayne.org,(800) 321-9973
2931680,https://go.boarddocs.com/mo/wpr7sd/Board.nsf/Public,West Plains School District,WEST PLAINS R-VII,,zizzers.org,(417) 256-6155
2008550,https://go.boarddocs.com/ks/usd205/Board.nsf/Public,Bluestem USD 205,Bluestem,"625 S MILL ROAD, LEON, KS 67074 | 316-742-3261",usd205.com,(316) 742-3261
5515700,https://go.boarddocs.com/wi/washcald/Board.nsf/Public,,Washington-Caldwell School District,"Washington-Caldwell School District, 8937 Big Bend Rd., Waterford, WI 53185  (262) 662-3466",washcald.com,(262) 662-3466
4210070,https://go.boarddocs.com/pa/foxc/Board.nsf/Public,Fox Chapel Area School District,Fox Chapel Area SD,,fcasd.edu,(412) 963-9600
4202040,https://go.boarddocs.com/pa/abington/Board.nsf/Public,Abington School District,Abington SD,970 Highland Avenue | Abington PA 19001 | (215) 884-4700 | f (215) 881-2545,abington.k12.pa.us,(215) 884-4700
2926670,https://go.boarddocs.com/mo/rgsd/Board.nsf/Public,Riverview Gardens School District,RIVERVIEW GARDENS,"1370 Northumberland Drive, St. Louis, MO  63137",rgsd.k12.mo.us,(314) 869-2505
3607110,https://go.boarddocs.com/ny/chathamcs/Board.nsf/Public,Chatham Central School District,CHATHAM CENTRAL SCHOOL DISTRICT,"50 Woodbridge Avenue | Chatham, NY 12037 | 518.392.2400",chathamcentralschools.com,(518) 392-1501
3618120,https://go.boarddocs.com/ny/mahopac/Board.nsf/Public,Mahopac Central School District,MAHOPAC CENTRAL SCHOOL DISTRICT,"100 Myrtle Avenue | Mahopac, NY 10541-1666 | P: 845-628-3415",mahopac.org,(845) 628-3415
200862,https://go.boarddocs.com/ak/yksd/Board.nsf/Public,Yukon-Koyukuk School District,Yukon-Koyukuk School District,"4762 Old Airport Way Fairbanks, AK 99709 | 907-374-9400",yksd.com,(907) 374-9416
3631830,https://go.boarddocs.com/ny/wynantskillufsd/Board.nsf/Public,Wynantskill Union Free School District,WYNANTSKILL UNION FREE SCHOOL DISTRICT,"25 East Avenue Troy, NY 12180",wynantskillufsd.org,(518) 283-4679
2617760,https://go.boarddocs.com/mi/harw/Board.nsf/Public,The City of Harper Woods School District,Harper Woods The School District of the City of,,hwschools.org,(586) 209-2400
5103600,https://go.boarddocs.com/vsba/shcova/Board.nsf/Public,Southampton County Public Schools,Southampton County Public Schools,P.O. Box 96 | Courtland VA 23837 | Fn: 757-653-2692 Fx: 757-653-9422,southampton.k12.va.us,(757) 653-2692
3904620,https://go.boarddocs.com/oh/tria/Board.nsf/Public,Triad Local Schools,Triad Local,7920 Brush Lake Road North Lewisburg OH 43060,triadk12.org,(937) 826-4961
403290,https://go.boarddocs.com/az/ganado/Board.nsf/Public,Ganado Unified School District,Ganado Unified School District (4157),"Highway 264, Post Office Box 1757, Ganado, Arizona 86505-1757 | (928) 755.1011",ganado.k12.az.us,(928) 755-1000
620670,https://go.boarddocs.com/ca/lakeport/Board.nsf/Public,Lakeport Unified School District,Lakeport Unified,"2508 Howard Ave | Lakeport, CA 95453 | p (707) 262-3000 | f (707) 263-7332",lakeportusd.org,(707) 262-3000
1811340,https://go.boarddocs.com/in/tippe/Board.nsf/Public,Tippecanoe School Corporation,Tippecanoe School Corp,,tsc.k12.in.us,(765) 474-2481
3904495,https://go.boarddocs.com/oh/vbcsd/Board.nsf/Public,Vandalia-Butler Schools,Vandalia-Butler City,500 S. Dixie Drive | Vandalia OH 45377 | 937.415.6400 | f 937.415.6429,vbcsd.com,(937) 415-6400
619490,https://go.boarddocs.com/ca/kusd/Board.nsf/Public,Kerman Unified School District,Kerman Unified,"15218 W. Whitesbridge Avenue, Kerman, CA 93630 · (559) 843-9000",kermanusd.com,(559) 843-9000
3607440,https://go.boarddocs.com/ny/raufsd/Board.nsf/Public,Randolph Academy Union Free School District,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,"336 Main Street ER Randolph, NY 14772 | (716) 358-6866",randolphacademy.org,(716) 358-6866
601511,https://go.boarddocs.com/ca/newcastle/Board.nsf/Public,Newcastle Elementary School District,Creekside Charter District,"645 Kentucky Greens Way Newcastle, CA 95658",newcastle.k12.ca.us,(530) 581-1036
627120,https://go.boarddocs.com/ca/newcastle/Board.nsf/Public,Newcastle Elementary School District,Newcastle Elementary,"645 Kentucky Greens Way Newcastle, CA 95658",newcastle.k12.ca.us,(916) 259-2832
800268,https://go.boarddocs.com/co/adams12/Board.nsf/Public,Adams 12 Five Star Schools,Adams 12 Northglenn AU,"1500 E 128th Avenue | Thornton, CO 80241-2602 | 720-972-4000",adams12.org,(720) 972-4778
806900,https://go.boarddocs.com/co/adams12/Board.nsf/Public,Adams 12 Five Star Schools,Adams 12 Five Star Schools,"1500 E 128th Avenue | Thornton, CO 80241-2602 | 720-972-4000",adams12.org,(720) 972-4000
1808760,https://go.boarddocs.com/in/phm/Board.nsf/Public,PennHarrisMadison School Corporation,Penn-Harris-Madison School Corp,"55900 Bittersweet Road | Mishawaka, IN 46545 | Phone: (574) 259-7941",phmschools.org,(574) 259-7941
4210590,https://go.boarddocs.com/pa/garn/Board.nsf/Public,Garnet Valley School District Web-Based Policy System,Garnet Valley SD,"80 Station Road, Glen Mills, PA  19342",garnetvalleyschools.com,(610) 579-7300
4212930,https://go.boarddocs.com/pa/kutz/Board.nsf/Public,Kutztown Area School District,Kutztown Area SD,,kasd.org,(610) 683-7361
4202480,https://go.boarddocs.com/pa/anti/Board.nsf/Public,Antietam School District,Antietam SD,,antietamsd.org,(610) 779-0554
4218590,https://go.boarddocs.com/pa/phsd/Board.nsf/Public,Penn Hills School District,Penn Hills SD,260 Aster Street | Pittsburgh PA 15235-2059 | 412-793-7000,phsd.org,(412) 793-7000
4503900,https://go.boarddocs.com/sc/fortmill/Board.nsf/Public,Fort Mill School District,York 04,"2233 Deerfield Drive | Fort Mill, South Carolina 29715 | 803-548-2527",fortmillschools.org,(803) 548-2527
4021720,https://go.boarddocs.com/ok/norman/Board.nsf/Public,,NORMAN,"131 South Flood Avenue, Norman, OK 73069 405-364-1339",normanpublicschools.org,(405) 364-1339
3612240,https://go.boarddocs.com/ny/gfsd/Board.nsf/Public,Glens Falls City School District,GLENS FALLS CITY SCHOOL DISTRICT,"15 Quade Street, Glens Falls, NY 12801 | (518) 792-1212",gfsd.org,(518) 792-1212
3613470,https://go.boarddocs.com/ny/hammondsport/Board.nsf/Public,Hammondsport Central School District,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,"8272 Main Street Hammondsport, NY 14840 | 607-569-5200",hammondsportcsd.org,(607) 569-5200
