LEA_NAME,LEAID,STATENAME,url
Southwest Virginia Governor's School,5102174,VIRGINIA,https://go.boarddocs.com/va/galax/Board.nsf/files/C8SLNK56AA45/$file/July%2013%2C%202021.pdf
Belding Area School District,2604530,MICHIGAN,https://go.boarddocs.com/mi/beld/Board.nsf/Public
Charlottesville City Public Schools,5100780,VIRGINIA,https://go.boarddocs.com/vsba/gcps1/Board.nsf/files/CYBMPX5B0C4C/$file/SKM_C454e23120811340.pdf
El Paso 11 Colo Springs AU,800279,COLORADO,https://go.boarddocs.com/co/d11/Board.nsf/files/D4ENHA5D5F1D/$file/Charter%20Contract-V9%20%20041624%20with%20Attachments.pdf
Green Local,3904961,OHIO,https://go.boarddocs.com/oh/greensumoh/Board.nsf/Public
LOOP ISD,4828140,TEXAS,https://www.boarddocs.com/tx/austinisd/Board.nsf/files/968HNZ4960F6/$file/Document%202%20-%20Exhibit%20A%20for%20May%202013%20Order%20-%20EDay%20Polling%20Places%20(FINAL).pdf
Northwest Ohio Classical Academy,3901613,OHIO,https://go.boarddocs.com/ga/nwclassical/Board.nsf/goto?open&id=CS7T5D75A271
SOUTH SHORE CHARTER SCHOOL,3680981,NEW YORK,https://go.boarddocs.com/fl/sdhc/Board.nsf/files/C3YPE9550855/$file/Agenda%20Item%20Attachment%20-%20SouthShore.pdf
Southern Tioga SD,4222370,PENNSYLVANIA,https://www.boarddocs.com/pa/stsd/Board.nsf/vpublic?open
LEFORS ISD,4827090,TEXAS,https://www.boarddocs.com/tx/disd/Board.nsf/files/CJQPAT63B631/$file/Joyce%20Foreman_19.A.%20Response.pdf
Weymouth Township School District,3417850,NEW JERSEY,https://go.boarddocs.com/nj/weymouthtsd/Board.nsf/goto?open&id=D9UMHM5B3EF1
McCabe Union Elementary,624180,CALIFORNIA,https://go.boarddocs.com/ca/icoe/Board.nsf/files/9TVRYS6995A0/$file/Ag%207-18-11.pdf
BISMARCK TECHNICAL CENTER,3880750,NORTH DAKOTA,https://go.boarddocs.com/vsba/fairfax/Board.nsf/files/BCWVCQ70B5E9/$file/D_OSHERCV%20june1%202019r.pdf
Silver Fork Elementary,636810,CALIFORNIA,https://go.boarddocs.com/ut/spanishfork/Board.nsf/files/CKQKQN52FD54/$file/draft%2005%20CC%20Minutes%20May%2017%2C%202022.pdf
Alameda County Office of Education,691051,CALIFORNIA,https://go.boarddocs.com/ca/acoe/Board.nsf/Public
POTEAU,4024870,OKLAHOMA,https://go.boarddocs.com/nc/lexcs/Board.nsf/files/C7KJ2V4B1F0E/$file/AstroTurf%20presentation%20-%20October%20Board%20Meeting.pdf
Ridgewood Public School District,3413830,NEW JERSEY,https://go.boarddocs.com/oh/ridgew/Board.nsf/goto?open&id=AYKN3V5A742F
University Academy Charter High School,3400073,NEW JERSEY,https://go.boarddocs.com/ca/sandi/Board.nsf/files/ANMNYR623F9E/$file/NUA%201001%20STEAM%20Response%20to%20District%20Public%20Hearing.pdf
Elwood Community School Corp,1803300,INDIANA,https://www.boarddocs.com/in/indps/Board.nsf/files/AU22AB725BAD/$file/Grant%20Accounting%20Report%20-%20December%202017.pdf
Algoma School District,5500150,WISCONSIN,https://go.boarddocs.com/wi/algo/Board.nsf/Public
Rise & Shine Academy,3901555,OHIO,https://go.boarddocs.com/nj/edisontsd/Board.nsf/files/DAYK2Z4F9D69/$file/Bus%20Evacuation%20Drills.pdf
Farwell Area Schools,2614100,MICHIGAN,https://go.boarddocs.com/mi/bsdmi/Board.nsf/files/BAQL4J4E1564/$file/2018%20Board%20Member%20Awards%20Program.pdf
Cedar Grove-Belgium Area School District,5502430,WISCONSIN,https://www.boarddocs.com/wi/cgbasd/Board.nsf/goto?open&id=APNJNJ4DFCDA
Ottumwa Comm School District,1922110,IOWA,https://www.boarddocs.com/ia/mcsdia/Board.nsf/files/ACQJ4S4B6673/$file/VendorTotalsReportbyVendor%20AUGUST%202016.pdf
Kelso School District,5300003,WASHINGTON,https://go.boarddocs.com/wi/stoughton/Board.nsf/files/AXZSEN5E143F/$file/Turf%20Management%20(2).pdf
Bozeman H S,3004590,MONTANA,https://go.boarddocs.com/la/bps/Board.nsf/legacy-content/89GKLF465AEC/$FILE/Board%20Minutes--05072009.pdf
East Muskingum Local,3904883,OHIO,https://go.boarddocs.com/oh/emu/Board.nsf/Public
The Exploris School,3700043,NORTH CAROLINA,https://go.boarddocs.com/nc/raleigh/Board.nsf/files/CLPJYL4F76ED/$file/Dana%20Deaton%20info.pdf
ALBANY PUBLIC SCHOOL DISTRICT,2702930,MINNESOTA,https://go.boarddocs.com/ny/albany/Board.nsf/files/D8BNDE5BEE09/$file/DERP%202024-2025%2007.09.24%20(1).pdf
Mt Angel SD 91,4108550,OREGON,https://go.boarddocs.com/ca/sfusd/Board.nsf/files/C6NK3A4F4123/$file/NCPA%20RFP%20-%20Facilities%20and%20Asset%20Management%20Information%20Systems.pdf
New Boston Local,3904446,OHIO,https://www.boarddocs.com/co/cde/Board.nsf/files/A99RZ9701C0F/$file/Boston-Innovation-Plan-Final-Draft-Feb-25-2016.pdf
Lakota Local,3904611,OHIO,https://go.boarddocs.com/oh/lakota/Board.nsf/Public?open&id=policies
Baden Academy CS,4200861,PENNSYLVANIA,https://go.boarddocs.com/pa/moonasd/Board.nsf/files/BNXN7A5E82E3/$file/Enclosure%20No.%201.pdf
Springfield School District No. Re-4,806630,COLORADO,https://go.boarddocs.com/mo/sps/Board.nsf/files/BDARQR6A6531/$file/SPS%20Cash%20Handling%20Final%20Report.pdf
Cannon Valley Special Education Coo,2700424,MINNESOTA,https://www.boarddocs.com/mabe/mcpsmd/Board.nsf/files/CGAJLT4D1473/$file/OHRD%20Rec%20Appts%20Public%20220712.pdf
Attleboro,2502190,MASSACHUSETTS,https://go.boarddocs.com/ma/hudsonma/Board.nsf/files/CNMSRH73EDAF/$file/Native%20Sun%20Hudson%20-%20Intrusion%20Alarm%20Personnel%20List%20.docx.pdf
Columbia County,1301410,GEORGIA,https://go.boarddocs.com/wi/lodi/Board.nsf/files/BRYTAZ767F3C/$file/Re-opening%20Information.pdf
Bendle Public Schools,2604740,MICHIGAN,https://go.boarddocs.com/mi/bend/Board.nsf/goto?open&id=BV3UL872AAB0
Madison-Virgil,2009090,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/files/CZ5JFE4CF50A/$file/FY2024%20Aid%20Rates%20-%20Final.pdf
Vinton-Shellsburg Comm School District,1929310,IOWA,https://go.boarddocs.com/ia/bfcsd/Board.nsf/files/B8B7HQ7596BA/$file/Hunt%20%26%20Associates.pdf
BENNINGTON PUBLIC SCHOOLS,3103990,NEBRASKA,https://go.boarddocs.com/ma/hudsonma/Board.nsf/files/BN9MP85C28A7/$file/School%20Budget%20Book.pdf
Grant CHSD 124,1717340,ILLINOIS,https://www.boarddocs.com/il/csd99/Board.nsf/files/AU3PKY638848/$file/CHSD%2099%2017%20CAFR%20%20FINAL%2012-14-17.pdf
Bement CUSD 5,1705820,ILLINOIS,https://www.boarddocs.com/il/naperville203/Board.nsf/files/B4YUDM73FCC4/%24file/Resolutions%20%20Committee%20Report.pdf
Fenton Avenue Charter District,602126,CALIFORNIA,https://go.boarddocs.com/ca/mbusd/Board.nsf/goto?open&id=C3D6JL152D1D
Emerson Academy,3900315,OHIO,https://go.boarddocs.com/az/pesd1/Board.nsf/files/B9NUW980052A/$file/Matt%20Hom%20Presentation%20022819.pdf
Clarksville Community School Corp,1801920,INDIANA,https://www.boarddocs.com/in/indps/Board.nsf/files/AU22AB725BAD/$file/Grant%20Accounting%20Report%20-%20December%202017.pdf
Bloomfield School District,900330,CONNECTICUT,https://go.boarddocs.com/in/blm/Board.nsf/Public
Pacifica,620460,CALIFORNIA,https://go.boarddocs.com/pa/21cccs/Board.nsf/files/C8FG84428139/$file/2021%20Chrysler%20Pacifica.pdf
ANADARKO,4003000,OKLAHOMA,https://www.boarddocs.com/co/cu/Board.nsf/PRINT-AgendaDetailed?open&id=BHQSJE70E55E
Morrice Area Schools,2624630,MICHIGAN,https://www.boarddocs.com/mi/morri/Board.nsf/Public?open&id=policies
PROMESA ACADEMY CHARTER SCHOOL,4801467,TEXAS,https://go.boarddocs.com/la/bese/Board.nsf/files/CBGL73550840/$file/SIT%20ext%20and%20renew%20process.pdf
HICKORY CO. R-I,2914320,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Success School (79453),400326,ARIZONA,https://go.boarddocs.com/vsba/hampton/Board.nsf/files/CPHSEY7261D0/$file/FY%202023-2024%20Superintendents%20Recommended%20Budget.pdf
pilotED Schools,1800202,INDIANA,https://www.boarddocs.com/co/cde/Board.nsf/files/9B9KNU516560/$file/2012-13%20Teacher%20Pilot%20Report.pdf
Walden Academy District,602420,CALIFORNIA,https://go.boarddocs.com/az/pima/Board.nsf/files/CPY2GL022117/$file/Item%20%233_%20Pima%20County%20Community%20College%20District%20Dual%20Enrollment%20District_School%20Partners.pdf
Gilmer County,1302340,GEORGIA,https://go.boarddocs.com/wv/gilmer/Board.nsf/Public
L'Anse Area Schools,2600018,MICHIGAN,https://www.boarddocs.com/mi/lan/Board.nsf/Public?open&id=policies
LINDBERGH SCHOOLS,2918690,MISSOURI,https://go.boarddocs.com/mo/lsdmo/Board.nsf/Public
Scott-Morgan CUSD 2,1706600,ILLINOIS,https://go.boarddocs.com/il/sd54/Board.nsf/files/CVFJMQ4DD3B0/$file/23-24%20Annual%20Posting%20Salaries.pdf
Fredon Township School District,3405550,NEW JERSEY,https://go.boarddocs.com/nj/krhs/Board.nsf/files/CS6PKM650305/$file/Black%20Seal%20Shared%20Service.pdf
Golden Feather Union Elementary,615480,CALIFORNIA,https://go.boarddocs.com/ca/pausd/Board.nsf/files/C8PVJE6DE991/$file/20211116CSBADelegateAssemblyDistrictNominationPacket.pdf
TEXAS LEADERSHIP PUBLIC SCHOOLS,4801409,TEXAS,https://go.boarddocs.com/tx/austinisd/Board.nsf/files/BW7NV4619525/$file/Attachment%202%20-%20TEA%20Effective%20Schools%20Framework.pdf
ST MARY'S ACADEMY CHARTER SCHOOL,4800177,TEXAS,https://www.boarddocs.com/co/cde/Board.nsf/files/96FTCN76B792/$file/Charter%20Report%202013%20040413c.pdf
Wolf Creek Elem,3028550,MONTANA,https://go.boarddocs.com/ks/usd230/Board.nsf/files/D3HM2W592E98/$file/USD%20230%20Capacity%20Determination%20K-8%20-%20March%2025%2C%202024%20(2).pdf
BOONE-APACHE,4005010,OKLAHOMA,https://go.boarddocs.com/az/pusd11/Board.nsf/files/CPN4AH0A9C9B/$file/Certified%20SY%2023%2024.pdf
Yukon-Koyukuk School District,200862,ALASKA,https://go.boarddocs.com/ak/yksd/Board.nsf/Public
East Whittier City Elementary,611850,CALIFORNIA,https://go.boarddocs.com/ca/ewcsd/Board.nsf/goto?open&id=CPZL6D54A819
Old Brook High School,3901411,OHIO,https://go.boarddocs.com/vsba/richmond/Board.nsf/files/D5TQNQ6A2528/$file/166385.24R000-034.468%20-%20John%20Marshall%20High%20School%20-%20Richmond%2C%20VA%20-%20FCA(Draft)%20(1).pdf
Brighton Plt School Department,2314811,MAINE,https://www.boarddocs.com/co/cde/Board.nsf/files/92MQ4K677B66/$file/CEEP%202012%20FINAL.pdf
Northeast Woodland Chartered Public School,3303316,NEW HAMPSHIRE,https://go.boarddocs.com/ga/fcss/Board.nsf/files/C3NGRQ450130/$file/FY2022%20Superintendent's%20Budget%20Recommendation.pdf
Mon Valley Career and Technology Center,4280450,PENNSYLVANIA,https://go.boarddocs.com/wi/cvtc/Board.nsf/goto?open&id=D58HRM492AEA
RIO GRANDE ACADEMY OF FINE ARTS,3500190,NEW MEXICO,https://go.boarddocs.com/ga/fcss/Board.nsf/files/CM3T7G6D9268/$file/Field%20Trip%20Report%20December%202022%20v2.pdf
Bad Axe Public Schools,2600017,MICHIGAN,https://go.boarddocs.com/mi/badax/Board.nsf/Public
Hill,3000038,MONTANA,https://go.boarddocs.com/nj/chclc/Board.nsf/Public
Ohio Digital Learning School,3901615,OHIO,https://www.boarddocs.com/oh/plsd/Board.nsf/files/A79T62653A2A/$file/PLSD%20Comprehensive%20Technology%20Plan.pdf
ROYAL PUBLIC SCHOOLS,4801477,TEXAS,https://go.boarddocs.com/vsba/warren/Board.nsf/goto?open&id=A9ZJF84A0732
ELGIN PUBLIC SCHOOLS,3170050,NEBRASKA,https://go.boarddocs.com/il/u46/Board.nsf/Public
RALSTON PUBLIC SCHOOLS,3175900,NEBRASKA,https://go.boarddocs.com/la/nops/Board.nsf/files/C34KSJ503DCA/$file/Beloved%20Community%20NOLA%20PS%20Board%20Meeting%20May%202021.pdf
Pathways Academy Charter School - Adult Education District,602491,CALIFORNIA,https://www.boarddocs.com/co/cde/Board.nsf/files/8LAU7K71F90C/$file/2011_AnnualReport_OnlinePrograms.pdf
SIMPSON CO SCHOOL DIST,2803990,MISSISSIPPI,https://go.boarddocs.com/nv/washoe/Board.nsf/files/CNSMDM5755F4/$file/WCSD%20-%20Business%20Impacts%20Statement%20-%20Stormwater%20Fee%20-%20FINAL.pdf
Ridgefield School District,903810,CONNECTICUT,https://go.boarddocs.com/nj/ridgefield/Board.nsf/vpublic?open
KIPP Gaston College Preparatory,3700123,NORTH CAROLINA,https://go.boarddocs.com/ca/seq/Board.nsf/files/BG7ULN7C94F9/$file/KIPP%20Peninsula%20HS%20Charter%20Petition%20Appendices%20FINAL.pdf
Portola Valley Elementary,631470,CALIFORNIA,https://go.boarddocs.com/ca/portola/Board.nsf/goto?open&id=BKVMZM586489
Perseverance Preparatory District,602163,CALIFORNIA,https://www.boarddocs.com/ca/sccoe/Board.nsf/files/ANZQ3W65D9D2/$file/Perseverance%20Preparatory%20School%20Petition.pdf
MAYFLOWER SCHOOL DISTRICT,509540,ARKANSAS,https://go.boarddocs.com/ar/nlrsd/Board.nsf/files/CDDUYA7E4E0B/$file/2019-08-01%20Special%20Meeting%20Agenda.pdf
Madawaska Public Schools,2307800,MAINE,https://go.boarddocs.com/me/sport/Board.nsf/goto?open&id=CRXMA8571967
Anamosa Comm School District,1903570,IOWA,https://go.boarddocs.com/ia/iccsd/Board.nsf/files/CBNR2X6BF094/$file/West%20HS%20Renovation%20-%20Phase%203.pdf
Eldorado CUSD 4,1713660,ILLINOIS,https://go.boarddocs.com/il/oths/Board.nsf/files/DAXJKQ4D7813/$file/2024.11%202024%20Tax%20Levy%20Packet.pdf
HARLEM VILLAGE ACADEMY WEST 2 CHARTER SCHOOL,3601191,NEW YORK,https://go.boarddocs.com/ny/williams/Board.nsf/files/CT7LA8558FDB/$file/WCSD%20-%20RFP%20Transportation%20Specs%203.20.23.pdf
SYRINGA MOUNTAIN SCHOOL INC.,1600166,IDAHO,https://go.boarddocs.com/id/bcsd61/Board.nsf/files/AQSPNS65588D/$file/06-14-2016%20-%20Budget%20Hearing%20and%20Regular%20June%20Meeting%20Minutes.pdf
Gold Trail Union Elementary,615450,CALIFORNIA,https://go.boarddocs.com/ca/pausd/Board.nsf/files/CDXT4U758527/$file/20220504(AttachmentJ)ListofCaliforniaDistrictswhoAdoptedBenchmarkAdvanceAdelante.pdf
FOLEY PUBLIC SCHOOL DISTRICT,2712240,MINNESOTA,https://go.boarddocs.com/nj/lincpknj/Board.nsf/files/C7YQT663D2A0/$file/Minutes%20April%2020%2C%202021.pdf
Northwest Allen County Schools,1808250,INDIANA,https://go.boarddocs.com/in/nacs/Board.nsf/goto?open&id=CWPT3P6D9D4E
CAMDENTON R-III,2906990,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Kairos Public District,601832,CALIFORNIA,https://go.boarddocs.com/ca/kairos/Board.nsf/goto?open&id=D28MT55CB1A0
Mountainville Academy,4900051,UTAH,https://go.boarddocs.com/ut/uen/Board.nsf/files/D29QKJ699BC2/$file/24_UETN_Technology_Report.pdf
Twin Bridges K-12 Schools,3026730,MONTANA,https://go.boarddocs.com/ny/saratogaschools/Board.nsf/files/CT9LT65808FF/$file/DRAFT%20BOE%20Minutes%20-%206-8-23.pdf
Dieterich CUSD 30,1712240,ILLINOIS,https://go.boarddocs.com/il/oths/Board.nsf/files/DAXJKQ4D7813/$file/2024.11%202024%20Tax%20Levy%20Packet.pdf
Janesville School District,5507020,WISCONSIN,https://www.boarddocs.com/wi/janesville/Board.nsf/Public
Endeavor Hall,4900155,UTAH,https://www.boarddocs.com/la/nops/Board.nsf/files/AX3TS878BA6F/$file/CNO-OPSB%20Willie%20Hall%20Joint%20Operating%20Agreement%20CEA.pdf
BRAHAM PUBLIC SCHOOL DISTRICT,2706060,MINNESOTA,https://go.boarddocs.com/ca/cuhsd/Board.nsf/files/AXS4SU75C355/$file/091814%20Agenda.pdf
McKeesport Area SD,4214940,PENNSYLVANIA,https://go.boarddocs.com/pa/mcke/Board.nsf/goto?open&id=CLELRU573C29
Minnesota Service Cooperatives,2791463,MINNESOTA,https://go.boarddocs.com/mn/rps535/Board.nsf/files/AFGUHP798846/$file/Attachment%20A-%20RFP%2016.1%20Hardwood%20Flooring%20Cooperative%20Purchasing%20Connection.pdf
Bourbonnais SD 53,1706750,ILLINOIS,https://go.boarddocs.com/il/besd53/Board.nsf/Public
REG 6 EDUCATION SERVICE CENTER,4800173,TEXAS,https://go.boarddocs.com/ca/sjeccd/Board.nsf/files/BU5UDP7B9000/$file/SYNNEX%20Award%20Letter.pdf
Toms River Regional School District,3416230,NEW JERSEY,https://go.boarddocs.com/ks/usd385/Board.nsf/files/D7MNLR607D82/$file/Raptor-EmergencyManagement-Brochure.pdf
Columbia School District,900900,CONNECTICUT,https://go.boarddocs.com/pa/ccol/Board.nsf/Public
Stowe Town School District,5007800,VERMONT,https://go.boarddocs.com/oh/smfcsd/Board.nsf/Public?open&id=policies
LONE STAR LANGUAGE ACADEMY,4801452,TEXAS,https://go.boarddocs.com/id/nsd131/Board.nsf/files/C9NMTN5CA209/$file/Proposed%20Trustee%20Zone%20Map.pdf
Hydaburg City School District,200330,ALASKA,https://go.boarddocs.com/ak/asdk12/Board.nsf/files/BEP2FW020730/$file/Cost%20of%20Education%20in%20Alaska%2002%20August%202019.pdf
Daleville Community Schools,1809840,INDIANA,https://go.boarddocs.com/in/dalev/Board.nsf/Public
HARMONY GROVE SCHOOL DISTRICT (OUACHITA),507290,ARKANSAS,https://go.boarddocs.com/la/bese/Board.nsf/files/CF83YK09285C/$file/SIT_2.1_0622.pdf
Bath Community Schools,2604170,MICHIGAN,https://go.boarddocs.com/mi/bathc/Board.nsf/Public?open&id=policies
Harmony Area SD,4211520,PENNSYLVANIA,https://go.boarddocs.com/pa/harm/Board.nsf/Public
Lincoln-Woodstock Cooperative School District,3304260,NEW HAMPSHIRE,https://go.boarddocs.com/nh/sau21/Board.nsf/files/CAEVCY802949/$file/NH%20Class%20Size%202020-21.pdf
Hanford Joint Union High,616500,CALIFORNIA,https://go.boarddocs.com/ca/pausd/Board.nsf/files/CDXT4U758527/$file/20220504(AttachmentJ)ListofCaliforniaDistrictswhoAdoptedBenchmarkAdvanceAdelante.pdf
CALHOUN,1200210,FLORIDA,https://go.boarddocs.com/fl/ccsdfl/Board.nsf/Public
Mayville Community School District,2623280,MICHIGAN,https://go.boarddocs.com/wi/spasd/Board.nsf/files/B2A8CQ1DA946/$file/Att.%202%20-%20Findorff's%20Proposal%20for%20Construction%20Management%20Services.pdf
Ayers Elem,3002570,MONTANA,https://go.boarddocs.com/vsba/loudoun/Board.nsf/files/BCLQ8L67104D/$file/Licensed%20Board%20List%205.28.19.pdf
Office of the Governor (Sch for Blind),5300318,WASHINGTON,https://www.boarddocs.com/az/asdb/Board.nsf/files/B2J6E6769682/$file/Space%20Utilization.pdf
Jessamine County,2103030,KENTUCKY,https://go.boarddocs.com/in/mccsc/Board.nsf/files/BRWUHT635F8B/$file/07.28.20%20Board%20Report.pdf
Lancaster SD,4213140,PENNSYLVANIA,https://go.boarddocs.com/pa/lanc/Board.nsf/vpublic?open
Biddeford Public Schools,2303150,MAINE,https://go.boarddocs.com/me/portland/Board.nsf/files/CPGPDG63E8D6/$file/Salary%20Comparisons%20for%20New%20Superintendent%20-%20Sheet1.pdf
Dedham,2504050,MASSACHUSETTS,https://go.boarddocs.com/ma/tof/Board.nsf/files/AYEKWH50B28D/$file/MassDOT%20South%20Coast%20Rail%20EIR%20letter.pdf
Citizens of the World Charter School East Valley District,602567,CALIFORNIA,https://www.boarddocs.com/ca/ausd/Board.nsf/files/B78P8N60233E/$file/East%20Bay%20Tech%20Response%20to%20Notice%20of%20Intent%20to%20Revoke.pdf
SILOAM SPRINGS SCHOOL DISTRICT,512450,ARKANSAS,https://go.boarddocs.com/ar/siloam/Board.nsf/Public
Rockingham School District,5006930,VERMONT,https://go.boarddocs.com/va/rockingham/Board.nsf/Public
Utah Connections Academy,4900151,UTAH,https://go.boarddocs.com/vsba/loudoun/Board.nsf/files/BMEUHH78F678/$file/US_Comm_on_Civil_Rights_Beyond-Suspensions.pdf
Stafford,2011970,KANSAS,https://www.boarddocs.com/vsba/scpsva/Board.nsf/Public?open&id=policies
Ashland Independent,2100150,KENTUCKY,https://go.boarddocs.com/wi/ashland/Board.nsf/files/8GGNSZ61664F/$file/Attachment%202%20-%20Senate%20Bill%20WASB.pdf
JACKSON CO. SCHOOL DISTRICT,513230,ARKANSAS,https://go.boarddocs.com/fl/lee/Board.nsf/files/CSSTMJ778EC7/$file/finsal22.pdf
Palm Springs Unified,629550,CALIFORNIA,https://go.boarddocs.com/ca/fremont/Board.nsf/files/AXQS8J70595B/$file/Lease-Leaseback%20Presentation%20D2.pdf
James A Garfield Local,3904920,OHIO,https://www.boarddocs.com/oh/jaaga/Board.nsf/Public?open&id=policies
Red Bank Borough Public School District,3413740,NEW JERSEY,https://go.boarddocs.com/pa/bocpa/Board.nsf/files/CRGQZK6BBDB1/$file/2022%20BOC%20Emegrnecy%20Operations%20Plan%20Update%205-3-2023%20with%20CASHS%20MOU.pdf
Nuestro Elementary,627750,CALIFORNIA,https://go.boarddocs.com/wi/mmsd/Board.nsf/files/B74M825794C2/$file/NMCS%20Charter%20Renewal%20Presentation.pdf
PARIS SCHOOL DISTRICT,511130,ARKANSAS,https://www.boarddocs.com/co/cde/Board.nsf/files/A99RZS7028E3/$file/Paris-Innovation-Plan-Final-Draft-Feb-25-2016.pdf
Oak Hill Montessori Community,2700473,MINNESOTA,https://www.boarddocs.com/mabe/fcps/Board.nsf/files/CAUQ5L65A834/$file/01.26.22%20MVMPCS%20Application%20for%20Expansion_backup%202.pdf
MOUND CITY R-II,2921480,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Paw Paw Public School District,2627660,MICHIGAN,https://go.boarddocs.com/mt/whitefish/Board.nsf/files/BPDRHQ69626D/$file/Whitefish%202020%20Insurance%20Proposal.pdf
MEDINA VALLEY ISD,4830060,TEXAS,https://go.boarddocs.com/ca/coach/Board.nsf/Public
MERCEDES ISD,4830250,TEXAS,https://go.boarddocs.com/tx/rrisd/Board.nsf/files/D83SBR71E27E/$file/I11a.TASB%20Overview-2024%20Nomination%20Information.pdf
HUDSON FALLS CENTRAL SCHOOL DISTRICT,3614970,NEW YORK,https://go.boarddocs.com/ny/hfcsd/Board.nsf/goto?open&id=8BP5UK116B9E
Shenandoah Valley SD,4221490,PENNSYLVANIA,https://go.boarddocs.com/pa/iu29/Board.nsf/files/BS25F70FFC6F/$file/7.A.1%20IU%20Financial%20Report%20and%20Transfers%20to%20Payroll%20Account%20Dec%202018.pdf
Harrisonburg City Public Schools,5101860,VIRGINIA,https://go.boarddocs.com/vsba/hcsva/Board.nsf/Public
Henrico County Public Schools,5101890,VIRGINIA,https://go.boarddocs.com/vsba/henrico/Board.nsf/goto?open&id=BL9PKX651009
Farmingdale Public School District,3405130,NEW JERSEY,https://go.boarddocs.com/ny/wbschools/Board.nsf/Public?open&id=BLFUNN7B99D1
CANYON ISD,4812810,TEXAS,https://go.boarddocs.com/tx/rrisd/Board.nsf/files/D4CST971286C/$file/I2.%20LRFMP2024%20-%20Final%20Board%20Presentation.pdf
Clark-Shawnee Local,3904628,OHIO,https://go.boarddocs.com/oh/cslsd/Board.nsf/goto?open&id=CAPPQQ65AC41
WEST RUSK COUNTY CONSOLIDATED ISD,4845150,TEXAS,https://go.boarddocs.com/il/ccsd15/Board.nsf/files/BVY25X008DF5/$file/Payroll%20%26%20AP%20Voucher%20Listing_12.9.2020%20BOE%20Meeting.pdf
Triad Local,3904620,OHIO,https://go.boarddocs.com/oh/tria/Board.nsf/goto?open&id=B83PHV5E2A57
Altoona-Midway,2004170,KANSAS,https://go.boarddocs.com/ks/usd379/Board.nsf/files/CZ5JFE4CF50A/$file/FY2024%20Aid%20Rates%20-%20Final.pdf
Harlem UD 122,1718240,ILLINOIS,https://go.boarddocs.com/il/rps205/Board.nsf/files/CXJRBA6C1556/$file/County%20School%20Facility%20Tax.pdf
La Salle-Peru Twp HSD 120,1722110,ILLINOIS,https://go.boarddocs.com/il/dg58/Board.nsf/files/BEVQ96682ACA/$file/George%20K.%20Baum%20%20Company%20RFQ_08.08.19%20copy.pdf
GANANDA CENTRAL SCHOOL DISTRICT,3611740,NEW YORK,https://go.boarddocs.com/ny/honeoye/Board.nsf/files/D35LV75859F0/$file/March%206%2C%202024%20BOE%20Meeting%2C%20HCS%202023-24.pdf
NORTH LAKES ACADEMY,2700177,MINNESOTA,https://www.boarddocs.com/tx/disd/Board.nsf/files/BCUT9P6A42BF/$file/ILA%20-%20Dallas%20ISD%20and%20DCCCD%20(North%20Lake).pdf
HIGHLAND PARK ISD,4835560,TEXAS,https://go.boarddocs.com/il/dist113/Board.nsf/Public
San Diego Unified,634320,CALIFORNIA,https://go.boarddocs.com/ca/sandi/Board.nsf/files/C797R4004A4C/$file/Vaccine%20Mandate%20Plan.pdf
Kewaskum School District,5507380,WISCONSIN,https://go.boarddocs.com/wi/sdkew/Board.nsf/Public
STEP Academy,2700367,MINNESOTA,https://www.boarddocs.com/ga/sccs/Board.nsf/files/9ACRD86D33AD/$file/Appointments%20-%20August%202013.pdf
Black Hills Special Services Cooperative,4680120,SOUTH DAKOTA,https://go.boarddocs.com/ks/usd253/Board.nsf/c4cf1644198dfd9986257503000d636f/0df053bc3cc24be78525863400741ce3/$FILE/Emporia%20USD%20%23253%20Audit%20Report%20FY20.pdf
BRONAUGH R-VII,2905910,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Tuslaw Local,3904995,OHIO,https://www.boarddocs.com/oh/tuslawoh/Board.nsf/Public?open&id=policies
Auburn Public Schools,2302610,MAINE,https://go.boarddocs.com/wi/newau/Board.nsf/Public
Seneca Valley SD,4222440,PENNSYLVANIA,https://go.boarddocs.com/pa/sene/Board.nsf/goto?open&id=9WSV5T7F1F6B
Roane County,4703590,TENNESSEE,https://go.boarddocs.com/vsba/wmlcps/Board.nsf/goto?open&id=A8QS9Q6578DF
ODESSA R-VII,2923100,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Norwich Free Academy District,905371,CONNECTICUT,https://go.boarddocs.com/ct/norwichpublic/Board.nsf/files/D39MDU5ACA23/$file/FY%2024-25%20Proposed%20Budget%20Information.pdf
BLUM ISD,4810650,TEXAS,https://go.boarddocs.com/fl/pcsfl/Board.nsf/files/BRHMA655DCD5/$file/20-21%20Referendum%20Year%2016.pdf
