simbli_id,school_name,state,address,city,zipcode,phone_number,fax_number,website
36031261,Trinity Elementary School District,MT,7435 Duffy Lane  Canyon,Creek,59633,,,
36031262,Trout Creek School,MT,4 School Lane  Trout,Creek,59874,,,https://www.troutcreekeagles.org
36031263,Turner Public School,MT,190 First Street East,Turner,59542,,,https://turner.k12.mt.us
36031264,Twin Bridges Public Schools,MT,216 W. 6th Avenue  Twin,Bridges,59754,,,https://www.twinbridges.k12.mt.us
36031265,Ulm Schools,MT,Box 189,Ulm,59485,,,http://www.ulmschools.com
36031266,Valier Public Schools,MT,Box 508,Valier,59486,,,https://www.valier.k12.mt.us
36031267,Vaughn School,MT,480 Central Avenue,Vaughn,59487,,,https://www.vaughnschool.com
36031268,Victor Public School,MT,,,,,,https://www.victor.k12.mt.us/
36031269,Vida School,MT,200 Shell St,Vida,59274,,,
36031270,West Glacier Elementary School,MT,Box 309  West,Glacier,59936,,,
36031271,White Sulphur Springs Schools,MT,405 South Central Avenue  White Sulphur,Springs,59645,,,https://www.whitesulphur.k12.mt.us
36031272,Wibaux Public Schools,MT,121 F St. N,Wibaux,59353,,,https://www.wibauxschools.net
36031273,Willow Creek School,MT,407 Main  Willow,Creek,,,,https://www.willowcreek.k12.mt.us
36031274,Winifred Public Schools,MT,500 Main Street,Winifred,,,,https://www.winifred.k12.mt.us
36031275,Winnett Public Schools,MT,305 South Broadway Ave.,Winnett,59087,,,https://www.winnettschool.org
36031276,Wise River School,MT,175 Swamp Creek Rd  Wise,River,59762,,,
36031277,Wyola Elementary,MT,Box 66,Wyola,59089,,,https://www.facebook.com/WyolaWildcats29
36031278,Yaak Elementary,MT,29893 Yaak River Road,Troy,59935,4062959311,,http://yaakschool.org/
36031279,Yellowstone Academy,MT,1750 Ray of Hope Lane,Billings,59106,,,https://www.ybgr.org/programs/yellowstone-academy/
36031280,Anaconda Public Schools,MT,1410 West Park Avenue,Anaconda,59711,,,https://www.anacondaschools.org
36031281,East Helena Public Schools,MT,Box 1280  East,Helena,59635,,,https://www.ehps.k12.mt.us
36031282,Frenchtown School District,MT,17620 Frenchtown Frontage Road,Frenchtown,59834,,,https://www.ftsd.org
36031283,Glendive Public Schools,MT,900 N. Merrill Ave,Glendive,59330,,,https://www.glendiveschools.com/
36031284,Libby School District,MT,724 Louisiana Avenue,Libby,59923,,,https://libbyschools.org
36031285,Lockwood Public Schools,MT,,,,,,https://lockwoodschool.org
36031286,Miles City Unified School District,MT,1604 Main Street,Miles City,59301,,,https://www.milescityschools.org/
36031287,Polson Public Schools,MT,111 4th Avenue East,Polson,59860,,,https://www.polson.k12.mt.us/
36031288,Ronan School District,MT,421 Andrew St. NW,Ronan,59864,,,https://www.ronank12.edu
36031289,Sidney Public Schools,MT,,,,,,https://www.sidneyps.com
36031290,Hardin Public Schools,MT,401 Park Road,Hardin,59034,,,https://www.hardin.k12.mt.us/
36031291,Havre Public Schools,MT,425 6th St,Havre,59501,,,https://www.blueponyk12.com/
36031292,Laurel Public Schools,MT,410 Colorado Avenue,Laurel,59044,,,https://www.laurel.k12.mt.us
36031293,Belgrade Public Schools,MT,,,,,,https://www.bsd44.org/
36031294,Baker Public Schools,MT,,,,,,https://www.baker.k12.mt.us
36031295,Beaverhead Co High School,MT,,,,,,https://www.bchsmt.com/
36031296,Big Sky School District,MT,45465 Gallatin Road  Gallatin,Gateway,59730,,,https://www.bssd72.org
36031297,Big Timber Grade School,MT,PO Box 887  Big,Timber,59011,,,https://sites.google.com/a/bigtimber-gs.k12.mt.us/btgs/home
36031298,Bigfork Public Schools,MT,,,,,,
36031299,Bonner School District,MT,9045 Hwy 200,Bonner,59823,,,https://www.bonner.k12.mt.us
36031300,Centerville Public Schools,MT,693 Stockett Road  Sand,Coulee,59472,,,https://www.centerville.k12.mt.us/
36031301,Charlo Public Schools,MT,404 1st Avenue West,Charlo,59824,,,https://charlo.k12.mt.us
36031302,Clancy School,MT,,,,,,https://clancyschool.org
36031303,Conrad Public Schools,MT,220 N. Wisconsin,Conrad,59425,,,https://www.conradschools.org
36031304,Culbertson Public Schools,MT,Box 459,Culbertson,59218,,,https://www.culbertsonschool.com
36031305,Deer Lodge School District #1,MT,444 Montana Ave  Deer,Lodge,59722,,,https://www.deerlodgeschools.org
36031306,Ennis Schools,MT,223 S. Charles St,Ennis,59729,,,https://www.ennisschools.org/
36031307,Fairview School,MT,713 S Western Ave - PO Box 467,Fairview,59221,4067425265,,https://www.fschool.org
36031308,Forsyth Public Schools,MT,425 North 10th Avenue,Forsyth,59327,,,https://forsythpublicschools.org/
36031309,Fort Benton Public Schools,MT,1820 Washington Street  Fort,Benton,59442,,,https://www.fortbentonschools.com
36031310,Jefferson High School,MT,312 South Main,Boulder,59632,,,https://www.jhs.k12.mt.us/
36031311,Joliet Public Schools,MT,300 North Park Street,Joliet,59041,,,https://www.jolietschools.org/
36031312,Lodge Grass Public Schools,MT,124 N. George Street  Lodge,Grass,59050,,,https://www.lgschools.org
36031313,Malta Public Schools,MT,1 High School Lane,Malta,59538,,,https://www.malta.k12.mt.us
36031314,Manhattan School District #3,MT,416 North Broadway,Manhattan,59741,,,https://mt01000571.schoolwires.net/
36031315,Northern Cheyenne Tribal School,MT,,,,,,
36031316,Plains Public Schools,MT,412 Rittenour St.,Plains,59859,,,https://plainsschools.com
36031317,Plentywood Schools,MT,100 E. Laurel Ave.,Plentywood,59254,,,https://www.plentywood.k12.mt.us
36031318,Red Lodge Public Schools,MT,P.O. Box 1090  Red,Lodge,59068,,,https://www.redlodge.k12.mt.us/
36031319,Scobey Public Schools,MT,205 2nd Ave East,Scobey,59263,,,http://www.scobeyschools.com
36031320,Shelby Public Schools,MT,1010 Oilfield Avenue,Shelby,59474,,,https://www.shelbypublicschools.org/
36031321,Sun River Valley School District,MT,Box 380,Simms,59477,,,https://srvs.k12.mt.us
36031322,Superior School District,MT,410 Arizona Avenue,Superior,59872,4068223600,4068224396,https://www.ssd3.us
36031323,Troy Public Schools,MT,501 East Kalispell Ave,Troy,59935,,,https://www.troyk12.org
36031324,West Yellowstone School,MT,,,,,,https://www.wolverine.life/
36031325,Bozeman Public Schools,MT,,,,,,
36031326,Kalispell Public School District 5,MT,233 1st Avenue East,Kalispell,59501,,,https://www.sd5.k12.mt.us/
36031327,Browning Public Schools,MT,129 1ST AVE SE,Browning,59417,,,https://www.bps.k12.mt.us
36031328,Colstrip Public Schools,MT,PO BOX 159,Colstrip,59323,,,https://www.colstrippublicschools.org
36031329,Columbus Public Schools,MT,433 3rd Street,Columbus,59019,,,http://www.columbus.k12.mt.us
36031330,Dillon Elementary School District,MT,,,,,,https://dillonschools.org
36031331,Eureka Public Schools,MT,340 9th Street,Eureka,59917,,,https://www.lchigh.net/
36031332,Harlem Public Schools,MT,610 1st Ave SE,Harlem,59526,,,https://harlem-hs.k12.mt.us
36031333,Lame Deer Public Schools,MT,Box 96  Lame,Deer,59403,,,https://www.lamedeerschools.org/
36031334,Monforton School,MT,6001 Monforton School Rd.,Bozeman,59718,,,https://monfortonschool.org/
36031335,Roundup Public Schools,MT,12 Main Street,Roundup,59072,,,https://www.roundup.k12.mt.us
36031336,Three Forks School District,MT,212 East Neal  Three,Forks,59752,,,https://www.tfschools.com
36031337,Townsend School District,MT,,,,,,https://www.townsend.k12.mt.us
36031338,West Valley School,MT,2290 Farm to Market Rd.,Kalispell,59901,,,https://www.westvalleyschool.com/
36031340,Florence-Carlton School District,MT,5602 Old Hwy 93,Florence,59833,,,https://www.florencecarlton.org/
36031341,Huntley Project Schools,MT,1477 Ash St,Worden,59088,,,https://huntley.k12.mt.us
36031342,Wolf Point Public Schools,MT,400 Fallon Street  Wolf,Pont,59201,,,https://www.wolfpointschools.org
36031343,North Mahaska Community School District,IA,2163 135th Street  New,Sharon,50207,6416374187,,https://nmwarhawks.org/
36031344,Bogus Elementary School District,CA,13735 Ager Beswick Rd,Montague,13735 Ager,5304593163,5304590706,http://www.bogus.k12.ca.us/
36031345,City of Trenton,GA,12882 N Main St,Trenton,30752,7066574167,7066577228,https://trentonga.gov/
36031346,Sheffield City Schools,AL,300 West 6th Street,Sheffield,35660,2563830400,2563865704,https://www.scs.k12.al.us
36031347,Arcohe Union ESD,CA,11755 Ivie Road,Herald,95638,2097482313,2097485798,http://www.arcohe.net/
36031352,Madison County School System,AL,1275 Jordan Road,Huntsville,35811,2568522557,,https://www.mcssk12.org
36031353,Alabama State Department of Education,AL,,,,,,https://www.alabamaachieves.org/
36031354,Woodward-Granger Community Schools,IA,1904 State Street,Granger,50109,5159998022,5159998025,https://wghawks.school/
36031355,Estherville Lincoln Central CSD,IA,,,,,,https://www.estherville.k12.ia.us/
36031356,Sergeant Bluff-Luton,IA,201 Port Neal Rd.  Sergeant,Bluff,51054,,,https://sblschools.com/
36031357,Sidney CSD,IA,2754 Knox Rd.,Sidney,51652,7123742141,7123742013,https://www.sidneyschools.org/
36031360,Natchitoches Parish School Board,LA,310 Royal Street P.O. Box 16,Natchitoches,71457,3183522358,3185814068,https://www.npsb.la/
36031361,Columbia County School District,GA,4781 Hereford Farm Road,Evans,30809,7065410650,7064472105,https://www.ccboe.net/
36031362,Opelika City Schools,AL,300 Simmons Street,Opelika,36801,3347459700,3347459706,https://www.opelikaschools.org/
36031363,San Marcos Unified School District,CA,255 Pico Ave Ste 250  San,Marcos,92069,7607521299,7604714928,
36031364,Northwestern Area #56-7,SD,,,,,,https://www.northwestern.k12.sd.us/
36031365,South Pasadena Unified School District,CA,1100 El Centro St  South,Pasadena,91030,6264415810,6264415815,http://www.spusd.net
36031366,GSBA Board Development,GA,5120 Sugarloaf Parkway,Lawrenceville,30043,7709622985,,http://www.gsba.com
36031367,Washington Parish School Board,LA,800 Main Street,Franlinton,70438,9858393436,,https://www.wpsb.org/
36031368,South Winneshiek Community School District,IA,304 S. Webster St. PO BOX 430,Calmar,52132,,,https://www.southwinn.com/school-board
36031369,Calaveras County Office of Education,CA,185 S. Main Street PO Box 760,Altaville,95221,2097364662,2097362138,http://www.ccoe.k12.ca.us/
36031370,Elk Point-Jefferson School District,SD,,,,,,https://www.epj.k12.sd.us/
36031371,Cullman City Schools,AL,301 1st Street NE,Cullman,35055,,,http://www.cullmancats.net/
36031372,Northwood-Kensett CSD,IA,1496 480th St,Northwood,50459,6413242021,6413242092,https://www.nwood-kensett.k12.ia.us/
36031373,Colfax-Mingo Community School District,IA,1000 N. Walnut Street,Colfax,50054,5156743646,,https://www.experiencecmcsd.com
36031374,Lee's Summit R-VII,MO,,,,,,https://www.lsr7.org/
36031375,Park Hill Schools,MO,,,,,,https://www.parkhill.k12.mo.us/
36031376,Ankeny Community School District,IA,406 SW School St,Ankeny,50023,5159659600,,https://www.ankenyschools.org
36031377,Denver Community Schools,IA,541 East Eagle Street,Denver,50622,,,https://www.denver-cyclones.com/
36031378,Dare County Schools,NC,P.O. Box 1508  Nags,Head,27959,2524808888,2524808885,https://www.daretolearn.org
36031380,Newman-Crows Landing USD,CA,1223 Main St.,Newman,95360,2098622933,,http://www.nclusd.org/
36031381,Etowah County Schools,AL,401 Broad Street,Gadsden,35901,2565497560,2565497589,http://www.ecboe.org
36031382,Gilbert Community School District,IA,103 Mathews Drive,Gilbert,50105,,,http://www.gilbertcsd.org/
36031383,Northwest Iowa Community College,IA,603 West Park Street,Sheldon,51201,7123245061,7123244136,https://nwicc.edu
36031384,Maquoketa CSD,IA,612  S. Vermont Street,Maquoketa,52060,5636524984,,https://www.maquoketaschools.org/
36031385,Sumner-Fredericksburg Schools,IA,802 West Sixth Street,Sumner,50674,5635783341,5632073133,https://www.sfcougars.org/
36031388,Weaver Union School District,CA,1240 D St,Merced,95351,2097237606,,http://www.weaverusd.org
36031389,West Feliciana Parish Schools,LA,4727 Fidelity Street PO Box 1910 St.,Francisville,70775,2256353891,,https://www.wfpsb.org/
36031390,Guthrie Center CSD,IA,906 School Street  Guthrie,Center,50115,6413322972,,https://www.acgcschools.org/
36031391,Adair-Casey CSD,IA,3384 Indigo Ave.,Adair,50002,6417462241,6417462243,https://www.acgcschools.org/
36031392,Crawford County R-I School District,MO,1444 Old Highway 66,Bourbon,65441,5737324426,5737324545,https://www.warhawks.k12.mo.us/
36031393,BONCL R-X School District,MO,,,,,,https://www.bonclbluejays.com/
36031394,Bangor Union Elementary School District,CA,7549 Oro-Bangor Hwy. P.O. Box 340,Bangor,95914,5306792434,5306791018,http://www.bangorunion.org/home
36031395,Wagner Community School District 11-4,SD,,,,,,https://www.wagner.k12.sd.us/
36031396,Pioneer Union Elementary School District,CA,286 Rockerfeller Road  Berry,Creek,95916,5305891633,5305895021,http://www.puesd.org/
36031397,Manzanita ESD,CA,627 E. Evans Reimer Rd,Gridley,95948,5308465594,5308464084,http://www.manzanitaelementaryschool.com
36031398,Castle Rock Union ESD,CA,29373 Main Street,Castella,96017,5302350101,5302350257,http://www.castlerockschool.net
36031399,Weiser School District #431,ID,925 Pioneer Road,Weiser,83672,2084140616,2084141265,https://www.weiserschools.org/
36031400,Payette School District,ID,1312 1st Ave. N,Payette,83661,2086429366,2086429006,https://www.payetteschools.org
36031401,Albia Community School District,IA,701 Washington Avenue East,Albia,52531,6419322161,,https://albiacsd.org/
36031402,Okoboji CSD,IA,1205 7th Street,Milford,51351,,,https://www.okobojischools.org/
36031403,Carlisle CSD,IA,430 School Street,Carlisle,50047,5159893589,,http://carlislecsd.org
36031404,Playa Vista Parks and Landscape Corp.,CA,6200 Playa Vista Drive  Playa,Vista,90094,3104376070,,https://playavista.com/
36031405,McKinleyville Union SD,CA,2275 Central Ave,McKinleyville,95519,7078391549,7078391540,http://www.mckusd.org
36031406,San Mateo County Office of Education,CA,101 Twin Dolphin Dr,Redwood City,94065,6058025552,,https://www.smcoe.org
36031407,Grossmont Union High School District,CA,1100 Murray Drive P.O. Box 1043 El,Cajon,92020,6196448000,,https://www.guhsd.net/
36031408,Bolinas-Stinson Union School District,CA,125 Olema-Bolinas Road,Bolinas,94924,4158681603,4158689406,https://www.bolinas-stinson.org/
36031409,Moulton-Udell CSD,IA,305 East 8th,Moulton,52572,,,https://www.moulton-udell.org/
36031410,Mt. Pleasant Community Schools,IA,400 E. Madison Street  Mount,Pleasant,52641,3193857750,3193857788,https://www.mtpcsd.org/
36031412,Oxford City Schools,AL,310 E. 2nd Street,Oxford,36203,,,https://www.oxfordcityschools.com/
36031413,San Benito County Office of Education,CA,460 Fifth Street |,Hollister,| 95023 Phone: (831) 637-5393,8316370140,,http://www.sbcoe.org
36031414,LSBA PRM,LA,,,,,,http://lsba.com
36031415,MTSBA PRM,MT,,,,,,
36031417,ISBA PRM,ID,,,,,,
36031418,Orange County School of the Arts,CA,1010  N. Main St.  Santa,Ana,92701,7145600900,7146640461,http://www.ocsarts.net/
36031419,Oxford Preparatory Academy,CA,"81 Columbia, Suite 101  Aliso",Viejo,92656,9496009050,9497881853,http://www.opaschools.org/
36031420,Monroe Elementary School District,CA,11842 S. Chestnut,Fresno,93725,5598342895,5598341085,http://www.monroe.k12.ca.us/District/
36031421,Muscle Shoals City Schools,AL,,,,,,https://www.mscs.k12.al.us/
36031423,Sample School District,GA,,,,,,http://www.eboardsolutions.com
36031424,West Harrison CSD,IA,410 Pine Street,Mondamin,51557,7126462231,7126462891,https://www.westharrison.school/
36031425,Rochester Public Schools,MN,615 7th Street SW,Rochester,55902,5073283000,,https://www.rochesterschools.org/
36031426,Santa Clarita Valley School Food Services Agency,CA,25210 Anza Dr.  Santa,Clarita,91355,6612951574,,http://scvschoolnutrition.org
36031427,Project Impact STEM Academy,ID,1422 South Tech Lane,Meridian,ID 83642,2085764811,,http://pistem.org/
36031428,Black Oak Mine Unified School District,CA,6540 Wentworth Springs Road,Georgetown,95634,5303338300,5303338303,http://www.bomusd.org
36031429,West Monona Community School District,IA,1314 15th Street,Onawa,51040,,,https://www.westmonona.org/
36031430,Trussville City Schools,AL,476 Main Street,Trussville,35173,2052283000,2052283001,https://www.trussvillecityschools.com/
36031431,Peninsula Union ESD,CA,909 Vance Avenue PO Box 175,Samoa,95564-0175,7074432731,7074433685,http://sites.google.com/view/peninsulaunion/home
36031432,Shaffer Union Elementary School District,CA,722-055 Highway 395 North P.O. Box 320,Litchfield,96117,5302546577,5302546126,http://www.shafferschool.com/
36031433,Somis Union SD,CA,5268 North Street,Somis,93066,8053868258,8053862324,http://www.somisusd.org/
36031435,Webster City CSD,IA,School Administration Office Boardroom 820 Des Moines St.,Webster City,50595,15158329200,15158329204,https://www.webster-city.k12.ia.us/
36031436,Orick ESD,CA,120918 Hwy 101 P.O. Box 128,Orick,95555,7074882821,7074882831,http://orickschool.org/
36031437,Lakeland R-III,MO,,,,,,https://www.lakeland.k12.mo.us/
36031438,Middle Grove C-1,MO,,,,,,https://www.middlegrove.k12.mo.us/#
36031439,Oroville Union High School District,CA,2211 Washington Avenue,Oroville,95966,5305382300,5305382308,http://www.ouhsd.org/
36031440,Griffin RESA,GA,440 Tilney Avenue,Griffin,30224,7702293247,7702287316,https://www.griffinresa.net/
36031441,St. Ansgar CSD,IA,206 E 8th St. PO Box 398  St.,Ansgar,50472,6417134681,6417134042,http://stacsd.org
36031442,Northwest RESA,GA,3167 Cedartown Hwy SE,Rome,30161,7062956189,7062956098,http://nwgaresa.com
36031443,The Club at Castlewood,CA,707 Country Club Cir.,Pleasanton,94566,,,https://www.castlewoodcc.org/
36031444,West Park School District,CA,2695 S. Valentine,Fresno,93706,5592336501,5594971944,https://www.westpark.k12.ca.us
36031445,Schools Insurance Group,CA,"550 High Street, Suite 201,",Auburn,95603,8004424199,,https://schoolsinsurancegroup.com/
36031446,Colo-NESCO Community School District,IA,919 West St.,Colo,50056,6413772282,,https://www.colonesco.org
36031447,Griswold Community School District,IA,20 Madison Street,Griswold,51535,7127782154,,http://griswoldschools.org
36031448,Telfair County Schools,GA,910 W. Huckabee Street,McRae,31055,,,http://www.telfairschools.org/
36031449,Westwood Community Schools,IA,1000 Rebel Way,Sloan,51055,7124283355,7124283246,http://www.wwrebels.org/
36031450,Kingsley-Pierson CSD,IA,322 Quest Ave,Kingsley,51028,7123782861,7123783729,http://k-pcsd.org
36031451,Tehama County Office of Education,CA,1135 Lincoln St.  Red,Bluff,96080,5305275811,5305294120,http://www.tehamaschools.org/index.html
36031452,Alta-Aurelia Schools,IA,101 West 5th Street,Alta,51002,7122001010,,https://www.alta-aurelia.org/
36031453,Lynnville-Sully CSD,IA,12476 Hwy F62E,Sully,50251,6415944445,,https://www.lshawks.com/district/school-board
36031454,Charles City CSD,IA,1204 1st Avenue,Charles City,50616,6412576500,,http://www.charlescityschools.org/
36031463,Oak Valley Union ESD,CA,24500 Rd 68,Tulare,93274,5596882908,5596888023,http://www.oakvalleyschool.org/
36031464,Plaza ESD,CA,7322 County Road 24,Orland,95963,5308651250,5308651252,http://www.plazaschool.org/index.html
36031465,Stony Creek Joint USD,CA,3430 Co. Rd. 309  Elk,Creek,95939,5309685361,5309685102,http://www.scjusd.org/
36031466,Capay Joint Union ESD,CA,7504 Cutting Ave.,Orland,95963,5308651222,5308651214,http://www.capayschool.org/
36031467,Cajon Valley Union School District,CA,750 E. Main St.  El,Cajon,92020,6195883000,6195887653,http://www.cajonvalley.net
36031470,Easton Valley CSD,IA,321 W. School St.,Preston,52069,5636893431,5636894222,http://eastonvalleycsd.com
36031471,Pekin CSD,IA,1062 Birch Ave.,Packwood,52580,3196953707,3196955130,https://www.pekincsd.org/
36031475,Lead-Deadwood School District #40-1,SD,,,,,,http://lead-deadwood.k12.sd.us
36031476,Belleview Elementary School District,CA,22736 Kewin Mill Road,Sonora,95370,2095865510,2095865516,http://mybelleview.org
36031477,Lawrence County Schools,AL,14131 Market St.,Moulton,35650,2569052400,,http://lawrenceal.org
36031478,Waterloo Schools,IA,1516 Washington St.,Waterloo,50702,3194331800,,http://www.waterlooschools.org
36031479,Oneonta City Schools,AL,28370 State Highway 75,Oneonta,35121,2055431515,2055431545,http://www.oneontacityschools.com/
36031480,Santa Barbara Unified School District,CA,720 Santa Barbara St.  Santa,Barbara,93101,8059634338,,http://www.sbunified.org
36031481,NHSBA PRM,NH,,,,,,https://nhsba.org/
36031482,Union CSD,IA,200 Adams St  La,Porte City,50651,3193422674,3193422393,https://www.union.k12.ia.us
36031483,Bucklin R-II,MO,,,,,,https://www.bucklin.k12.mo.us/home
36031484,Mormon Trail CSD,IA,403 S. Front Street,Humeston,50123,6418772521,,http://www.mormontrailcsdk12.org/
36031485,Seymour Community Schools,IA,100 South Park Avenue,Seymour,52590,6418982291,6418987500,http://seymourcsd.org
36031486,Antelope School District,CA,22630 Antelope Blvd  Red,Bluff,96080,5305271272,5305272931,http://www.antelopeschools.org/
36031487,Galena R-II,MO,54 Medical Springs Rd,Galena,65656,4173576027,4173570058,http://www.galena.k12.mo.us
36031488,Pine Grove Schoool,MT,3646 Brusett Road,Brusett,59318,,,
36031489,West Liberty Community School District,IA,1103 N. Elm St. / P.O. Box 228  West,Liberty,52776-0228,3196272116,3196272963,http://www.wl.k12.ia.us/
36031490,Louisa-Muscatine CSD,IA,14478 170th Street,Letts,52754,3197263421,,https://www.louisa-muscatine.k12.ia.us/live/
36031491,Glenwood R-8,MO,,,,,,https://www.glenwood.k12.mo.us/
36031493,Henry School District #14-2,SD,,,,,,https://www.henry.k12.sd.us/
36031494,West Baton Rouge Parish School Board,LA,3761 Rosedale Rd  Port,Allen,70767,2253438309,,https://www.wbrschools.net/
36031495,Bogalusa City Schools,LA,,,,,,https://www.bogschools.org/
36031496,Greenfield School,MT,590 Hwy 431,Fairfield,59436,,,
36031497,Wolf Creek School,MT,150 Walsh  Wolf,Creek,59648,,,https://www.wolfcreekschool.com
36031498,Fishtail School,MT,119 Easton Avenue,Fishtail,59001,,,
36031499,Pleasant Valley School District,MT,7975 Pleasant Valley Rd.  Marion,,59925,,,https://www.pvsmt.org
36031500,Deerfield School,MT,360 Deerfield Road,Lewistown,59457,,,
36031501,Blue Creek School,MT,tary District 3652 Blue Creek Rd,Billings,59101  Phone: 406-259-0653,,,https://www.bluecreekschool.org/
36031502,Montana City School,MT,11 McClellan Creek Rd,Clancy,59634,,,https://www.mtcityschool.net
36031503,Gildford Colony School,MT,BOX 138,Gildford,59525,,,
36031504,Custer Public Schools,MT,304 4th Avenue,Custer,59024,,,https://www.custerschools.org
36031505,Nye School,MT,1970 Nye Road,Nye,59061,,,
36031506,Livingston Public Schools,MT,,,,,,https://www.livingston.k12.mt.us
36031507,Pamlico County Schools,NC,507 Anderson Drive.,Bayboro,28515,,,https://www.pamlicoschools.org/
36031508,Colbert County Schools,AL,,,,,,https://www.colbertk12.org/
36031509,Cedar Rapids Community School District,IA,2500 Edgewood Rd NW  Cedar,Rapids,52405,3195582000,,http://crschools.us
36031510,Santa Ana Unified School District,CA,1601 East Chestnut Avenue  Santa Ana  Santa,Ana,92701-6322,7145585501,7145585610,https://www.sausd.us/
36031511,Alexander City Schools,AL,375 Lee Street,Alexander City,35010,2562348600,2563926440,https://www.alexcityschools.net/
36031512,New Orleans Public Schools,LA,2401 Westbend Parkway  New,Orleans,70114,5043045612,5043043520,https://nolapublicschools.com/
36031513,Caldwell School District,ID,1200 Grant St.,Caldwell,83605,2084553300,,http://caldwellschools.org
36031514,"JCS, Inc.",CA,1704 Cape Horn Ave,Julian,92036,,,https://www.jcs-inc.org/
36031515,Strafford R-VI,MO,,,,,,https://www.straffordschools.net/
36031516,Union Elementary School District,AZ,3834 S. 91st Ave,Tolleson,85353,6234785005,6234785006,https://www.unionesd.org/
36031517,Reichle School District,MT,6715 Schoolhouse Rd,Glen,59732,4068352281,,
36031518,Swedeborg R-III School District,MO,,,,,,https://www.swedeborgpanthers.com/
36031519,"REALMS Charter - Ridgecrest Elementary Academy for Language, Music, and Science",CA,325 S. Downs St,Ridgecrest,93555,7603751010,7603757766,http://www.rcrealms.org
36031520,Boaz City Schools,AL,,,,,,https://www.boazk12.org/
36031521,Postville Community School District,IA,"314 West Post Street, PO Box 717",Postville,52162,5638647651,5638647659,http://www.postvilleschools.com
36031522,Fort Zumwalt School District,MO,555 E. Terra Lane,O'Fallon,63366,6362402072,6362721059,https://www.fz.k12.mo.us/
36031523,Harlan Community School District,IA,2102 Durant Street,Harlan,51537,7127552152,7127557312,http://www.harlan.k12.ia.us/
36031524,Twin Ridges Elementary School District,CA,16661 Old Mill Rd.,Nevada City,95959,5302659052,5302653049,http://twinridgeselementary.com/
36031525,Yuba Environmental Science Charter Academy,CA,9841 Texas Hill Road  Oregon,House,95962,5306922210,5306923241,http://yescharteracademy.org/
36031526,Ballard School District,CA,2425 School St,Solvang,93463,8056884812,8056887325,http://ballardschool.org/
36031527,Harrison Public School,MT,Box 7  Harrison,,59735,,,https://sites.google.com/a/harrison.k12.mt.us/hhswildcats/
36031528,Maynard School District,AR,74 Campus Dr.,Maynard,72444,8706473500,8706472301,https://www.maynard.nesc.k12.ar.us/
36031529,Fairfield School District,MT,,,,,,
36031530,St. Maries Joint School District No. 41,ID,240 S. 11th Street  St.,Maries,83861,2082452579,2082453970,https://www.sd41.org/
36031531,Redwood Empire Schools' Insurance Group,CA,"5760 Skylane Blvd., Suite 100",Windsor,95492,7078360779,,http://resig.org
36031533,Hydesville ESD,CA,3050 Johnson Rd,Hydesville,95547,7077683610,,http://hydesvilleschool.org
36031534,Ovando School District,MT,108 Birch St.,Ovando,59854,,,
36031535,Evergreen ESD,CA,3188 Quimby Road  San,Jose,95148,4082706800,4082743894,https://www.eesd.org/
36031536,Dallas County School District,AL,429 Lauderdale Street,Selma,36701,3348753440,,http://dallask12.org
36031537,Ozark City Schools,AL,860 N US Hwy 231,Ozark,36360,,,https://www.ozarkcityschools.net/
36031538,Pleasant Valley CSD,IA,525 Belmont Road,Bettendorf,52722,5633325550,5633324372,https://www.pleasval.org/
36031539,Butte Valley Unified School District,CA,615 W. Third St.,Dorris,96023,5303974000,5303973999,http://www.bvalusd.org
36031540,Kirkwood ESD,CA,2049 Kirkwood Rd,Corning,96021,5308247773,5308246995,http://www.kirkwoodschoolca.org
36031541,Empower Community School,AL,751 Academy Drive,Bessemer,35022,2054138600,,http://empoweral.org
36031542,Spencer Community Schools,IA,23 East 7th St,Spencer,51301,7122628950,,https://www.spencerschools.org/
36031543,Stratford Community School District,IA,1000 Shakespeare Ave,Stratford,50249,5158382208,5158381938,https://www.stratford.k12.ia.us/
36031544,South Hamilton CSD,IA,315 Division St,Jewell,50130,5158275479,5158275368,https://www.shhawks.net/en-US
36031545,Demopolis City Schools,AL,609 South Cedar Ave.,Demopolis,36732,3342891670,3342891689,https://www.dcsedu.com/
36031546,St. James Parish Schools,LA,PO Box 338,Lutcher,70071,2252584500,2252584507,https://www.stjames.k12.la.us/
36031547,Richards R-V School District,MO,,,,,,https://www.richardsschool.k12.mo.us/
36031548,Janesville Union ESD,CA,464-555 Main St.,Janesville,96114,5302533551,5302533891,http://www.janesvilleschool.org/
36031549,Inland Lakes School District,MI,4363 S. Straits Hwy  Indian,River,49749,2312386868,,http://inlandlakes.org
36031550,Phelps Co. R-III,MO,,,,,,http://www.pcr3.k12.mo.us/
36031551,Meridian Technical Charter High School,ID,3800 N. Locust Grove,Meridian,83646,,,https://www.mtchs.org/
36031552,Fremont County Joint School District #215,ID,,,,,,https://www.sd215.net/
36031554,MOC-Floyd Valley CSD,IA,709 8th St. SE,Orange City,51041,7127374873,7127378789,https://mocfv.org/
36031555,Moscow Charter School,ID,1723 East F. Street,Moscow,83843,2088833195,2088923855,https://www.moscowcharterschool.org/
36031557,Greycliff School District,MT,301 A Street,Greycliff,59033,,,
36031559,Perry County Schools,AL,200 W. Monroe Street,Marion,36756,3346836528,,http://www.perrycountyal.org/
